GlobalId,ChangeType,OldReference,NewReference
"#65494=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7HiVT',#18,'GridCube:Small Unit:1666616',$,'GridCube:Small Unit',#65493,#65490,'1666616',$)",Added,,
"#44825=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7Hink',#18,'GridCube:Small Unit:1664395',$,'GridCube:Small Unit',#44824,#44821,'1664395',$)",Added,,
"#54164=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7Hi22',#18,'GridCube:Small Unit:1665383',$,'GridCube:Small Unit',#54163,#54160,'1665383',$)",Added,,
"#31889=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7Hic$',#18,'GridCube:Small Unit:1663066',$,'GridCube:Small Unit',#31888,#31885,'1663066',$)",Added,,
"#42086=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7HisM',#18,'GridCube:Small Unit:1664115',$,'GridCube:Small Unit',#42085,#42082,'1664115',$)",Added,,
"#58421=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7HiAc',#18,'GridCube:Small Unit:1665859',$,'GridCube:Small Unit',#58420,#58417,'1665859',$)",Added,,
"#30151=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7HlP_',#18,'GridCube:Small Unit:1662875',$,'GridCube:Small Unit',#30150,#30147,'1662875',$)",Added,,
"#49632=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7HivZ',#18,'GridCube:Small Unit:1664902',$,'GridCube:Small Unit',#49631,#49628,'1664902',$)",Added,,
"#33055=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7Hiar',#18,'GridCube:Small Unit:1663184',$,'GridCube:Small Unit',#33054,#33051,'1663184',$)",Added,,
"#51227=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7Hi72',#18,'GridCube:Small Unit:1665063',$,'GridCube:Small Unit',#51226,#51223,'1665063',$)",Added,,
"#25102=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7HlHa',#18,'GridCube:Small Unit:1662337',$,'GridCube:Small Unit',#25101,#25098,'1662337',$)",Added,,
"#59048=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7Hi9a',#18,'GridCube:Small Unit:1665921',$,'GridCube:Small Unit',#59047,#59044,'1665921',$)",Added,,
"#13618=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7Hl4c',#18,'GridCube:Small Unit:1661123',$,'GridCube:Small Unit',#13617,#13614,'1661123',$)",Added,,
"#53163=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7Hi4T',#18,'GridCube:Small Unit:1665272',$,'GridCube:Small Unit',#53162,#53159,'1665272',$)",Added,,
"#54560=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7Hi1s',#18,'GridCube:Small Unit:1665427',$,'GridCube:Small Unit',#54559,#54556,'1665427',$)",Added,,
"#54648=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7Hi1u',#18,'GridCube:Small Unit:1665437',$,'GridCube:Small Unit',#54647,#54644,'1665437',$)",Added,,
"#56760=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7HiDj',#18,'GridCube:Small Unit:1665672',$,'GridCube:Small Unit',#56759,#56756,'1665672',$)",Added,,
"#45111=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7HinL',#18,'GridCube:Small Unit:1664432',$,'GridCube:Small Unit',#45110,#45107,'1664432',$)",Added,,
"#24640=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7HlIq',#18,'GridCube:Small Unit:1662289',$,'GridCube:Small Unit',#24639,#24636,'1662289',$)",Added,,
"#73128=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7HjYF',#18,'GridCube:Small Unit:1667434',$,'GridCube:Small Unit',#73127,#73124,'1667434',$)",Added,,
"#30778=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7HlO1',#18,'GridCube:Small Unit:1662948',$,'GridCube:Small Unit',#30777,#30774,'1662948',$)",Added,,
"#47762=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7HizV',#18,'GridCube:Small Unit:1664698',$,'GridCube:Small Unit',#47761,#47758,'1664698',$)",Added,,
"#35123=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7HiX5',#18,'GridCube:Small Unit:1663392',$,'GridCube:Small Unit',#35122,#35119,'1663392',$)",Added,,
"#10692=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7HlvX',#18,'GridCube:Small Unit:1660804',$,'GridCube:Small Unit',#10691,#10688,'1660804',$)",Added,,
"#1419=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7Hlf9',#18,'GridCube:Small Unit:1659820',$,'GridCube:Small Unit',#1418,#1415,'1659820',$)",Added,,
"#43659=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7Hipn',#18,'GridCube:Small Unit:1664276',$,'GridCube:Small Unit',#43658,#43655,'1664276',$)",Added,,
"#63723=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7HiIT',#18,'GridCube:Small Unit:1666424',$,'GridCube:Small Unit',#63722,#63719,'1666424',$)",Added,,
"#35607=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7HiWt',#18,'GridCube:Small Unit:1663442',$,'GridCube:Small Unit',#35606,#35603,'1663442',$)",Added,,
"#20592=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7Hl9M',#18,'GridCube:Small Unit:1661875',$,'GridCube:Small Unit',#20591,#20588,'1661875',$)",Added,,
"#49852=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7Hiv$',#18,'GridCube:Small Unit:1664922',$,'GridCube:Small Unit',#49851,#49848,'1664922',$)",Added,,
"#53020=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7Hi4D',#18,'GridCube:Small Unit:1665256',$,'GridCube:Small Unit',#53019,#53016,'1665256',$)",Added,,
"#49203=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7Hiwz',#18,'GridCube:Small Unit:1664856',$,'GridCube:Small Unit',#49202,#49199,'1664856',$)",Added,,
"#47146=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7Hi_O',#18,'GridCube:Small Unit:1664637',$,'GridCube:Small Unit',#47145,#47142,'1664637',$)",Added,,
"#49808=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7Hivp',#18,'GridCube:Small Unit:1664918',$,'GridCube:Small Unit',#49807,#49804,'1664918',$)",Added,,
"#72171=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7HjaS',#18,'GridCube:Small Unit:1667321',$,'GridCube:Small Unit',#72170,#72167,'1667321',$)",Added,,
"#56430=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7HiE3',#18,'GridCube:Small Unit:1665638',$,'GridCube:Small Unit',#56429,#56426,'1665638',$)",Added,,
"#44770=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7HinW',#18,'GridCube:Small Unit:1664389',$,'GridCube:Small Unit',#44769,#44766,'1664389',$)",Added,,
"#38720=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7Hihx',#18,'GridCube:Small Unit:1663774',$,'GridCube:Small Unit',#38719,#38716,'1663774',$)",Added,,
"#2541=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7Hlt4',#18,'GridCube:Small Unit:1659937',$,'GridCube:Small Unit',#2540,#2537,'1659937',$)",Added,,
"#17160=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7HlEZ',#18,'GridCube:Small Unit:1661510',$,'GridCube:Small Unit',#17159,#17156,'1661510',$)",Added,,
"#8954=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7Hlyi',#18,'GridCube:Small Unit:1660617',$,'GridCube:Small Unit',#8953,#8950,'1660617',$)",Added,,
"#33759=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7HiZz',#18,'GridCube:Small Unit:1663256',$,'GridCube:Small Unit',#33758,#33755,'1663256',$)",Added,,
"#8591=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7Hlz7',#18,'GridCube:Small Unit:1660578',$,'GridCube:Small Unit',#8590,#8587,'1660578',$)",Added,,
"#66847=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7HiSf',#18,'GridCube:Small Unit:1666764',$,'GridCube:Small Unit',#66846,#66843,'1666764',$)",Added,,
"#2332=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7Hltf',#18,'GridCube:Small Unit:1659916',$,'GridCube:Small Unit',#2331,#2328,'1659916',$)",Added,,
"#40150=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7Hif9',#18,'GridCube:Small Unit:1663916',$,'GridCube:Small Unit',#40149,#40146,'1663916',$)",Added,,
"#67078=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7HiS7',#18,'GridCube:Small Unit:1666786',$,'GridCube:Small Unit',#67077,#67074,'1666786',$)",Added,,
"#60258=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7Hi8P',#18,'GridCube:Small Unit:1666044',$,'GridCube:Small Unit',#60257,#60254,'1666044',$)",Added,,
"#18733=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7HlCM',#18,'GridCube:Small Unit:1661683',$,'GridCube:Small Unit',#18732,#18729,'1661683',$)",Added,,
"#14762=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7Hl3U',#18,'GridCube:Small Unit:1661243',$,'GridCube:Small Unit',#14761,#14758,'1661243',$)",Added,,
"#40931=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7HieQ',#18,'GridCube:Small Unit:1663999',$,'GridCube:Small Unit',#40930,#40927,'1663999',$)",Added,,
"#49731=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7Hivg',#18,'GridCube:Small Unit:1664911',$,'GridCube:Small Unit',#49730,#49727,'1664911',$)",Added,,
"#64350=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7HiHR',#18,'GridCube:Small Unit:1666494',$,'GridCube:Small Unit',#64349,#64346,'1666494',$)",Added,,
"#23738=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7HlKG',#18,'GridCube:Small Unit:1662197',$,'GridCube:Small Unit',#23737,#23734,'1662197',$)",Added,,
"#51139=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7Hi7w',#18,'GridCube:Small Unit:1665055',$,'GridCube:Small Unit',#51138,#51135,'1665055',$)",Added,,
"#40612=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7Hiex',#18,'GridCube:Small Unit:1663966',$,'GridCube:Small Unit',#40611,#40608,'1663966',$)",Added,,
"#26235=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7HlVa',#18,'GridCube:Small Unit:1662465',$,'GridCube:Small Unit',#26234,#26231,'1662465',$)",Added,,
"#59752=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7Hi8Z',#18,'GridCube:Small Unit:1665990',$,'GridCube:Small Unit',#59751,#59748,'1665990',$)",Added,,
"#11286=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7HluY',#18,'GridCube:Small Unit:1660871',$,'GridCube:Small Unit',#11285,#11282,'1660871',$)",Added,,
"#68255=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7HiQu',#18,'GridCube:Small Unit:1666909',$,'GridCube:Small Unit',#68254,#68251,'1666909',$)",Added,,
"#3025=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7Hlsp',#18,'GridCube:Small Unit:1659990',$,'GridCube:Small Unit',#3024,#3021,'1659990',$)",Added,,
"#53042=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7Hi4E',#18,'GridCube:Small Unit:1665259',$,'GridCube:Small Unit',#53041,#53038,'1665259',$)",Added,,
"#28589=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7HlSJ',#18,'GridCube:Small Unit:1662710',$,'GridCube:Small Unit',#28588,#28585,'1662710',$)",Added,,
"#42262=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7HirY',#18,'GridCube:Small Unit:1664135',$,'GridCube:Small Unit',#42261,#42258,'1664135',$)",Added,,
"#24486=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7HlIc',#18,'GridCube:Small Unit:1662275',$,'GridCube:Small Unit',#24485,#24482,'1662275',$)",Added,,
"#16016=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7Hl0c',#18,'GridCube:Small Unit:1661379',$,'GridCube:Small Unit',#16015,#16012,'1661379',$)",Added,,
"#63140=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7HiJA',#18,'GridCube:Small Unit:1666351',$,'GridCube:Small Unit',#63139,#63136,'1666351',$)",Added,,
"#1100=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7Hlff',#18,'GridCube:Small Unit:1659788',$,'GridCube:Small Unit',#1099,#1096,'1659788',$)",Added,,
"#5390=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7Hlot',#18,'GridCube:Small Unit:1660242',$,'GridCube:Small Unit',#5389,#5386,'1660242',$)",Added,,
"#66451=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7HiTx',#18,'GridCube:Small Unit:1666718',$,'GridCube:Small Unit',#66450,#66447,'1666718',$)",Added,,
"#33990=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7HiZB',#18,'GridCube:Small Unit:1663278',$,'GridCube:Small Unit',#33989,#33986,'1663278',$)",Added,,
"#18711=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7HlCK',#18,'GridCube:Small Unit:1661681',$,'GridCube:Small Unit',#18710,#18707,'1661681',$)",Added,,
"#8767=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7HlzJ',#18,'GridCube:Small Unit:1660598',$,'GridCube:Small Unit',#8766,#8763,'1660598',$)",Added,,
"#73722=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7HjXE',#18,'GridCube:Small Unit:1667499',$,'GridCube:Small Unit',#73721,#73718,'1667499',$)",Added,,
"#60742=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7HiNN',#18,'GridCube:Small Unit:1666098',$,'GridCube:Small Unit',#60741,#60738,'1666098',$)",Added,,
"#56705=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7HiDd',#18,'GridCube:Small Unit:1665666',$,'GridCube:Small Unit',#56704,#56701,'1665666',$)",Added,,
"#50787=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7HiuV',#18,'GridCube:Small Unit:1665018',$,'GridCube:Small Unit',#50786,#50783,'1665018',$)",Added,,
"#20867=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7Hl8e',#18,'GridCube:Small Unit:1661901',$,'GridCube:Small Unit',#20866,#20863,'1661901',$)",Added,,
"#56144=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7HiEj',#18,'GridCube:Small Unit:1665608',$,'GridCube:Small Unit',#56143,#56140,'1665608',$)",Added,,
"#28875=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7HlRn',#18,'GridCube:Small Unit:1662740',$,'GridCube:Small Unit',#28874,#28871,'1662740',$)",Added,,
"#9922=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7HlxE',#18,'GridCube:Small Unit:1660715',$,'GridCube:Small Unit',#9921,#9918,'1660715',$)",Added,,
"#63404=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7HiIg',#18,'GridCube:Small Unit:1666383',$,'GridCube:Small Unit',#63403,#63400,'1666383',$)",Added,,
"#34859=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7HiXZ',#18,'GridCube:Small Unit:1663366',$,'GridCube:Small Unit',#34858,#34855,'1663366',$)",Added,,
"#59158=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7Hi9k',#18,'GridCube:Small Unit:1665931',$,'GridCube:Small Unit',#59157,#59154,'1665931',$)",Added,,
"#30734=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7HlOx',#18,'GridCube:Small Unit:1662942',$,'GridCube:Small Unit',#30733,#30730,'1662942',$)",Added,,
"#25564=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7HlHJ',#18,'GridCube:Small Unit:1662390',$,'GridCube:Small Unit',#25563,#25560,'1662390',$)",Added,,
"#15026=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7Hl2p',#18,'GridCube:Small Unit:1661270',$,'GridCube:Small Unit',#15025,#15022,'1661270',$)",Added,,
"#37389=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7Hijq',#18,'GridCube:Small Unit:1663633',$,'GridCube:Small Unit',#37388,#37385,'1663633',$)",Added,,
"#67375=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7HiRc',#18,'GridCube:Small Unit:1666819',$,'GridCube:Small Unit',#67374,#67371,'1666819',$)",Added,,
"#64680=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7HiG1',#18,'GridCube:Small Unit:1666532',$,'GridCube:Small Unit',#64679,#64676,'1666532',$)",Added,,
"#71005=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7HjbX',#18,'GridCube:Small Unit:1667204',$,'GridCube:Small Unit',#71004,#71001,'1667204',$)",Added,,
"#18216=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7HlDT',#18,'GridCube:Small Unit:1661624',$,'GridCube:Small Unit',#18215,#18212,'1661624',$)",Added,,
"#18623=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7HlC0',#18,'GridCube:Small Unit:1661669',$,'GridCube:Small Unit',#18622,#18619,'1661669',$)",Added,,
"#24970=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7HlIG',#18,'GridCube:Small Unit:1662325',$,'GridCube:Small Unit',#24969,#24966,'1662325',$)",Added,,
"#30503=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7HlOc',#18,'GridCube:Small Unit:1662915',$,'GridCube:Small Unit',#30502,#30499,'1662915',$)",Added,,
"#53064=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7Hi4B',#18,'GridCube:Small Unit:1665262',$,'GridCube:Small Unit',#53063,#53060,'1665262',$)",Added,,
"#70015=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7Hjd5',#18,'GridCube:Small Unit:1667104',$,'GridCube:Small Unit',#70014,#70011,'1667104',$)",Added,,
"#43527=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7Hipj',#18,'GridCube:Small Unit:1664264',$,'GridCube:Small Unit',#43526,#43523,'1664264',$)",Added,,
"#46805=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7Hi_$',#18,'GridCube:Small Unit:1664602',$,'GridCube:Small Unit',#46804,#46801,'1664602',$)",Added,,
"#15598=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7Hl1m',#18,'GridCube:Small Unit:1661333',$,'GridCube:Small Unit',#15597,#15594,'1661333',$)",Added,,
"#43802=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7Hip6',#18,'GridCube:Small Unit:1664291',$,'GridCube:Small Unit',#43801,#43798,'1664291',$)",Added,,
"#42790=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7Hiqb',#18,'GridCube:Small Unit:1664192',$,'GridCube:Small Unit',#42789,#42786,'1664192',$)",Added,,
"#66264=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7HiTi',#18,'GridCube:Small Unit:1666697',$,'GridCube:Small Unit',#66263,#66260,'1666697',$)",Added,,
"#21329=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7Hl8O',#18,'GridCube:Small Unit:1661949',$,'GridCube:Small Unit',#21328,#21325,'1661949',$)",Added,,
"#9559=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7HlxY',#18,'GridCube:Small Unit:1660679',$,'GridCube:Small Unit',#9558,#9555,'1660679',$)",Added,,
"#31174=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7Hide',#18,'GridCube:Small Unit:1662989',$,'GridCube:Small Unit',#31173,#31170,'1662989',$)",Added,,
"#19371=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7HlBG',#18,'GridCube:Small Unit:1661749',$,'GridCube:Small Unit',#19370,#19367,'1661749',$)",Added,,
"#10219=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7Hlwk',#18,'GridCube:Small Unit:1660747',$,'GridCube:Small Unit',#10218,#10215,'1660747',$)",Added,,
"#4785=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7Hlpz',#18,'GridCube:Small Unit:1660184',$,'GridCube:Small Unit',#4784,#4781,'1660184',$)",Added,,
"#44187=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7Hioi',#18,'GridCube:Small Unit:1664329',$,'GridCube:Small Unit',#44186,#44183,'1664329',$)",Added,,
"#16434=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7Hl0N',#18,'GridCube:Small Unit:1661426',$,'GridCube:Small Unit',#16433,#16430,'1661426',$)",Added,,
"#12111=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7Hl77',#18,'GridCube:Small Unit:1660962',$,'GridCube:Small Unit',#12110,#12107,'1660962',$)",Added,,
"#39303=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7Higp',#18,'GridCube:Small Unit:1663830',$,'GridCube:Small Unit',#39302,#39299,'1663830',$)",Added,,
"#58058=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7HiBz',#18,'GridCube:Small Unit:1665816',$,'GridCube:Small Unit',#58057,#58054,'1665816',$)",Added,,
"#62843=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7HiJh',#18,'GridCube:Small Unit:1666318',$,'GridCube:Small Unit',#62842,#62839,'1666318',$)",Added,,
"#14553=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7Hl32',#18,'GridCube:Small Unit:1661223',$,'GridCube:Small Unit',#14552,#14549,'1661223',$)",Added,,
"#28215=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7HlSf',#18,'GridCube:Small Unit:1662668',$,'GridCube:Small Unit',#28214,#28211,'1662668',$)",Added,,
"#19261=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7HlBC',#18,'GridCube:Small Unit:1661737',$,'GridCube:Small Unit',#19260,#19257,'1661737',$)",Added,,
"#5038=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7HlpA',#18,'GridCube:Small Unit:1660207',$,'GridCube:Small Unit',#5037,#5034,'1660207',$)",Added,,
"#53702=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7Hi3G',#18,'GridCube:Small Unit:1665333',$,'GridCube:Small Unit',#53701,#53698,'1665333',$)",Added,,
"#39435=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7Hig6',#18,'GridCube:Small Unit:1663843',$,'GridCube:Small Unit',#39434,#39431,'1663843',$)",Added,,
"#36850=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7Hiky',#18,'GridCube:Small Unit:1663577',$,'GridCube:Small Unit',#36849,#36846,'1663577',$)",Added,,
"#37587=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7Hij6',#18,'GridCube:Small Unit:1663651',$,'GridCube:Small Unit',#37586,#37583,'1663651',$)",Added,,
"#24761=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7HlIx',#18,'GridCube:Small Unit:1662302',$,'GridCube:Small Unit',#24760,#24757,'1662302',$)",Added,,
"#20680=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7Hl9U',#18,'GridCube:Small Unit:1661883',$,'GridCube:Small Unit',#20679,#20676,'1661883',$)",Added,,
"#53823=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7Hi2c',#18,'GridCube:Small Unit:1665347',$,'GridCube:Small Unit',#53822,#53819,'1665347',$)",Added,,
"#11847=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7Hl7a',#18,'GridCube:Small Unit:1660929',$,'GridCube:Small Unit',#11846,#11843,'1660929',$)",Added,,
"#55990=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7HiFM',#18,'GridCube:Small Unit:1665587',$,'GridCube:Small Unit',#55989,#55986,'1665587',$)",Added,,
"#42361=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7Hirt',#18,'GridCube:Small Unit:1664146',$,'GridCube:Small Unit',#42360,#42357,'1664146',$)",Added,,
"#47993=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7Hiys',#18,'GridCube:Small Unit:1664723',$,'GridCube:Small Unit',#47992,#47989,'1664723',$)",Added,,
"#48059=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7Hiy_',#18,'GridCube:Small Unit:1664731',$,'GridCube:Small Unit',#48058,#48055,'1664731',$)",Added,,
"#19943=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7HlAK',#18,'GridCube:Small Unit:1661809',$,'GridCube:Small Unit',#19942,#19939,'1661809',$)",Added,,
"#51018=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7Hi7q',#18,'GridCube:Small Unit:1665041',$,'GridCube:Small Unit',#51017,#51014,'1665041',$)",Added,,
"#57915=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7HiBZ',#18,'GridCube:Small Unit:1665798',$,'GridCube:Small Unit',#57914,#57911,'1665798',$)",Added,,
"#29271=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7HlRO',#18,'GridCube:Small Unit:1662781',$,'GridCube:Small Unit',#29270,#29267,'1662781',$)",Added,,
"#23023=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7HlLD',#18,'GridCube:Small Unit:1662120',$,'GridCube:Small Unit',#23022,#23019,'1662120',$)",Added,,
"#3971=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7HlrJ',#18,'GridCube:Small Unit:1660086',$,'GridCube:Small Unit',#3970,#3967,'1660086',$)",Added,,
"#61622=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7HiLe',#18,'GridCube:Small Unit:1666189',$,'GridCube:Small Unit',#61621,#61618,'1666189',$)",Added,,
"#56573=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7HiEJ',#18,'GridCube:Small Unit:1665654',$,'GridCube:Small Unit',#56572,#56569,'1665654',$)",Added,,
"#48092=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7Hiyw',#18,'GridCube:Small Unit:1664735',$,'GridCube:Small Unit',#48091,#48088,'1664735',$)",Added,,
"#68321=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7HiQ0',#18,'GridCube:Small Unit:1666917',$,'GridCube:Small Unit',#68320,#68317,'1666917',$)",Added,,
"#32571=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7Hibw',#18,'GridCube:Small Unit:1663135',$,'GridCube:Small Unit',#32570,#32567,'1663135',$)",Added,,
"#17259=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7HlEq',#18,'GridCube:Small Unit:1661521',$,'GridCube:Small Unit',#17258,#17255,'1661521',$)",Added,,
"#31372=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7Hid4',#18,'GridCube:Small Unit:1663009',$,'GridCube:Small Unit',#31371,#31368,'1663009',$)",Added,,
"#1133=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7Hlfr',#18,'GridCube:Small Unit:1659792',$,'GridCube:Small Unit',#1132,#1129,'1659792',$)",Added,,
"#15246=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7Hl2A',#18,'GridCube:Small Unit:1661295',$,'GridCube:Small Unit',#15245,#15242,'1661295',$)",Added,,
